Item ID,String.object_name,String.object_desc,String.object_classification,String.ent4_jurisdiction_country,String.ip_classification
CB06278-001,"OBSOLETE,Transistors,MOSFET,IRF7450,200V,2.5A,2.5W@TA=25C,SMD,SOIC-8","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000461,US,Commercial
CB06278-101,"Transistors,MOSFET,IRF7450PbF,200V,2.5A,2.5W@TA=25C,SMD,SOIC-8","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000461,US,Commercial
CB06344-001,"Choke,100uH,2.5A,20%,SMD","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000453,US,Commercial
CB06350-001,"ALTERED ITEM,ICs,HS9-1825ARH-Q,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB06350-002,"ALTERED ITEM,ICs,HS9-1825ARH/PROTO,SMD,Flatpack","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB06350-004,"ALTERED ITEM,ICs,HS9-1825ARH-8,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB06407-001,"ALTERED ITEM,ICs,Line Driver,54ACT244,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB06508-001,"NO DWG,Resistors,1M,5%,200ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000457,US,Commercial
CB06510-001,"NO DWG,Resistors,0.022,1%,150ppm,0.5W,SMD,1206","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000457,US,Commercial
CB06510-002,"NO DWG,Resistors,470,1%,100ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB06510-003,"NO DWG,Resistors,7.5K,1%,100ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB06510-004,"NO DWG,Resistors,2.32K,1%,100ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB06510-005,"NO DWG,Resistors,287K,1%,100ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB06510-006,"NO DWG,Resistors,2.49K,1%,100ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB06510-007,"NO DWG,Resistors,20K,1%,100ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB06510-008,"NO DWG,Resistors,5.6K,1%,100ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB06510-009,"NO DWG,Resistors,475,1%,100ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CB06561-001,"ALTERED ITEM,ICs,Digital Device,54ACT273,SMD,Altered Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB06562-001,"ALTERED ITEM,ICs,Comparator,IS9-139ASRH-Q,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB06562-002,"ALTERED ITEM,ICs,Comparator,IS9-139ASRH,SMD,Altered Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB06679-001,"Sensors,Electrical Part,MS5534-CP,SMD","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000755,US,Commercial
CB06812-004,"Connectors,Female/Socket,0.100 IN,SMD,10","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000447,US,Commercial
CB06812-006,"Connectors,Female/Socket,0.100 IN,SMD,14","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000447,US,Commercial
CB06813-001,"NO DWG,ICs,Reference and Regulator,LD1117S18,SMD,SOT223-4","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000452,US,Commercial
CB06814-001,"NO DWG,Connectors,Receptacle,Female/Socket,TH,BNC-2","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000447,US,Commercial
CB06973-001,"NO DWG,ICs,Converter/Conditioner,TPS5420,SMD,SOIC-8","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000452,US,Commercial
CB06974-001,"NO DWG,ICs,Converter/Conditioner,TPS5450,SMD,SOIC-8","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000452,US,Commercial
CB06981-001,"NO DWG,ICs,Op Amp,AD8510,SMD,SOIC-8","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000452,US,Commercial
CB06981-002,"NO DWG,ICs,Op Amp,AD8512,SMD,MSOP-8","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000452,US,Commercial
CB06982-001,"NO DWG,Diodes,Schottky,B540C-13-F,5A,SMD,SMC","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000449,US,Commercial
CB06983-001,"NO DWG,Choke,15uH,5A,20%,SMD","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000453,US,Commercial
CB07073-001,"ICs,Reference and Regulator,MC78M12ABDTG,SMD,DPAK","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000452,US,Commercial
CB07105-001,"Diodes,Rectifier,S8KC,8A,SMD,SMC","6-October-2023_CIS_Export : 06 - AIRCRAFT GROUP, SALT LAKE / WICHITA OPERATIONS",CLS-1000449,US,Commercial
CB07105-002,"Diodes,Rectifier,S8MC,8A,SMD,SMC","6-October-2023_CIS_Export : 06 - AIRCRAFT GROUP, SALT LAKE / WICHITA OPERATIONS",CLS-1000449,US,Commercial
CB07106-001,"OBSOLETE,ICs,PI2126,SMD,LGA-25","6-October-2023_CIS_Export : 06 - AIRCRAFT GROUP, SALT LAKE / WICHITA OPERATIONS",CLS-1000452,US,Commercial
CB07108-001,"Transistors,MOSFET,IRLS3036-7PPbF,60V,300A@Tc=25C,380W@Tc=25C,SMD,D2PAK-7","6-October-2023_CIS_Export : 06 - AIRCRAFT GROUP, SALT LAKE / WICHITA OPERATIONS",CLS-1000461,US,Commercial
CB07118-001,"Diodes,Schottky,PMEG3005AEA,0.5A,SMD,SOD-323","6-October-2023_CIS_Export : 06 - AIRCRAFT GROUP, SALT LAKE / WICHITA OPERATIONS",CLS-1000449,US,Commercial
CB07119-001,"OBSOLETE,ICs,PI2007,SMD,DFN-10","6-October-2023_CIS_Export : 06 - AIRCRAFT GROUP, SALT LAKE / WICHITA OPERATIONS",CLS-1000452,US,Commercial
CB07120-001,"OBSOLETE,ICs,PI2003,SMD,TDFN-10","6-October-2023_CIS_Export : 06 - AIRCRAFT GROUP, SALT LAKE / WICHITA OPERATIONS",CLS-1000452,US,Commercial
CB07191-001,"Transistors,MOSFET,Si4378DY,20V,19A@Ta=25C,1.6W@Ta=25C,SMD,SOIC-8","6-October-2023_CIS_Export : C2- MOOG AG FERNAU AVIONICS",CLS-1000461,US,Commercial
CB07297-001,"NO DWG,Diodes,Schottky,B340A,3A,SMD,SMA","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000449,US,Commercial
CB07332-001,"NO DWG,Connectors,Female/Socket,0.100 IN,SMD,12","6-October-2023_CIS_Export : 24 - SPACE & DEFENSE GROUP, QUICKSET",CLS-1000447,US,Commercial
CB07333-001,"ICs,Op Amp,OP1177,SMD,SOIC-8","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CB07347-001,"Transistors,BJT,BC846BWT1G,65V,0.1A,0.150W,SMD,SOT323-3/SC70-3","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000461,US,Commercial
CB07348-001,"Transistors,BJT,BCP53-16,-80V,1.5A,1.5W@25C,SMD,SOT223-4","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000461,US,Commercial
CB07423-015,"Connectors,Female/Socket,0.090 IN,DSUB,TH,15","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000447,US,Commercial
CB07423-026,"Connectors,Receptacle,Female/Socket,0.090 IN,TH,26","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000447,US,Commercial
CB07460-001,"NO DWG,Diodes,Rectifier,DFLS1100,1A,SMD,PowerDI-123","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000449,US,Commercial
CB07460-002,"NO DWG,Diodes,Rectifier,DFLS1200,1A,SMD,PowerDI-123","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000449,US,Commercial
CB07473-001,"NO DWG,Transistors,BJT,MMBT3904,40V,0.20A,0.35W,SMD,SOT-23-3","6-October-2023_CIS_Export : 24 - SPACE & DEFENSE GROUP, QUICKSET",CLS-1000461,US,Commercial
CB07490-150,"Connectors,Male/Pin,RA with Latchs,0.100 IN,TH,50","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000447,US,Commercial
CB07575-001,"OBSOLETE,Transistors,MOSFET,IRF7492,200V,3.7A@TA=25C,2.5W@TA=25C,SMD,SOIC-8","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000461,US,Commercial
CB07575-101,"OBSOLETE,Transistors,MOSFET,IRF7492PBF,200V,3.7A@TA=25C,2.5W@TA=25C,SMD,SOIC-8","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000461,US,Commercial
CB07716-001,"NO DWG,ICs,Converter/Conditioner,TPS54240,SMD,MSOP-10","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000452,US,Commercial
CB07717-001,"NO DWG,Choke,39uH,2.49A,20%,SMD,SMD","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000453,US,Commercial
CB07718-001,"NO DWG,Connectors,Plug,Male/Pin,0.138 IN,TH,5","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000447,US,Commercial
CB07718-002,"NO DWG,Connectors,Plug,Male/Pin,0.138 IN,TH,2","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000447,US,Commercial
CB07718-003,"NO DWG,Connectors,Plug,Male/Pin,0.138 IN,TH,4","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000447,US,Commercial
CB07718-004,"NO DWG,Connectors,Plug,Male/Pin,0.138 IN,TH,8","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000447,US,Commercial
CB07719-001,"NO DWG,Diodes,Voltage Suppressor,SR05.TCT,SMD,SOT-143","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000449,US,Commercial
CB07720-001,"NO DWG,ICs,MIC2026,SMD,SOIC-8","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000452,US,Commercial
CB07745-001,"NO DWG,Capacitors,4.7uF,50V,20%,X5R,1812","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000446,US,Commercial
CB07746-001,"NO DWG,Optocouplers,6N135,SMD,DIP-8,with GULL WINGS","6-October-2023_CIS_Export : 24 - SPACE & DEFENSE GROUP, QUICKSET",CLS-1000455,US,Commercial
CB07746-002,"NO DWG,Optocouplers,HCPL-0501,SMD,SOIC-8","6-October-2023_CIS_Export : 24 - SPACE & DEFENSE GROUP, QUICKSET",CLS-1000455,US,Commercial
CB07792-001,"Resistors,100K,0.1%,25ppm,0.125W,SMD,0805","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB07792-002,"Resistors,910,0.1%,25ppm,0.125W,SMD,0805","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB07792-003,"Resistors,1.2K,0.1%,25ppm,0.125W,SMD,0805","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB07792-004,"Resistors,243K,0.1%,25ppm,0.125W,SMD,0805","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CB07792-005,"Resistors,10K,0.1%,25ppm,0.125W,SMD,0805","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB07792-006,"Resistors,1K,0.1%,25ppm,0.125W,SMD,0805","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB07793-001,"NO DWG,ICs,Digital Device,TXB0108,SMD,TSSOP-20","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000452,US,Commercial
CB07794-001,"NO DWG,Connectors,Receptacle,Female/Socket,TH,8","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000447,US,Commercial
CB07803-001,"NO DWG,ICs,Filter,ST1284,SMD,QSOP-28","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000452,US,Commercial
CB07804-001,"NO DWG,Connectors,Male/Pin,0.100 IN,TH,26","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000447,US,Commercial
CB07804-002,"NO DWG,Connectors,Male/Pin,0.100 IN,TH,40","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000447,US,Commercial
CB07805-001,"NO DWG,Capacitors,330uF,10V,20%,Tantalum Electrolytic,SMD","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000446,US,Commercial
CB07852-001,"ICs,LTC4151IMS,SMD,MSOP-10","6-October-2023_CIS_Export : 06 - AIRCRAFT GROUP, SALT LAKE / WICHITA OPERATIONS",CLS-1000452,US,Commercial
CB07853-001,"ICs,Digital Device,ADM1191,SMD,MSOP-10","6-October-2023_CIS_Export : 06 - AIRCRAFT GROUP, SALT LAKE / WICHITA OPERATIONS",CLS-1000452,US,Commercial
CB08068-001,"GmBH ONLY,Capacitors,22pF,50V,1%,C0G,0402","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000446,US,Commercial
CB08068-002,"GmBH ONLY,Capacitors,33pF,50V,1%,C0G,0402","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000446,US,Commercial
CB08068-003,"GmBH ONLY,Capacitors,100pF,50V,1%,C0G,0402","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000446,US,Commercial
CB08068-004,"GmBH ONLY,Capacitors,150pF,50V,1%,C0G,0402","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000446,US,Commercial
CB08068-005,"GmBH ONLY,Capacitors,220pF,50V,1%,C0G,0402","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000446,US,Commercial
CB08068-006,"GmBH ONLY,Capacitors,18pF,50V,1%,C0G,0402","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000446,US,Commercial
CB08068-007,"GmBH ONLY,Capacitors,470pF,50V,1%,C0G,0402","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000446,US,Commercial
