Item ID,String.object_name,String.object_desc,String.object_classification,String.ent4_jurisdiction_country,String.ip_classification
CC00762-001,"ICs,INA200AID,SMD,SOIC-8","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CC00762-002,"ICs,INA201AID,SMD,SOIC-8","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CC00762-003,"ICs,INA202AID,SMD,SOIC-8","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CC00768-001,"ALTERED ITEM,ICs,Line Driver,SNJ54LVC540AW,SMD,Flatpack","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CC00798-001,"Transistors,BSP452,1.8W,SMD,SOT223-4","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000461,US,Commercial
CC00799-001,"Optocouplers,ACPL-M49T,SMD,SO-5","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000455,US,Commercial
CC00829-025-050,"GmBH ONLY,ICs,TBU-CA025-050-WH,SMD,DFN-3","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000452,US,Commercial
CC00829-025-100,"GmBH ONLY,ICs,TBU-CA025-100-WH,SMD,DFN-3","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000452,US,Commercial
CC00829-025-500,"GmBH ONLY,ICs,TBU-CA025-500WH,SMD,DFN-3","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000452,US,Commercial
CC00864-001,"Resistors,10K/2K,0.1%,25ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000457,US,Commercial
CC00864-002,"Resistors,10K/50K,0.1%,25ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000457,US,Commercial
CC00864-003,"Resistors,20K/4K,1%,25ppm,0.25W,SMD,1206","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000457,US,Commercial
CC00865-001,"Ferrite Bead,1.5A,25%,SMD,1206","6-October-2023_CIS_Export : ",CLS-1000453,US,Commercial
