Item ID,String.object_name,String.object_desc,String.object_classification,String.ent4_jurisdiction_country,String.ip_classification
CC20389-002,"Connectors,Plug,Male/Pin,TH,12","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000447,US,Commercial
CC20389-003,"Connectors,Plug,Male/Pin,TH,10","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000447,US,Commercial
CC20389-004,"Connectors,Plug,Male/Pin,TH,10","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000447,US,Commercial
CC20390-001,"ALTERED ITEM,ICs,Line Receiver,DS26LV32AW,SMD,CFP-16","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CC20390-002,"ALTERED ITEM,ICs,Line Receiver,DS26LV32AW,SMD,CFP-16","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CC20390-003,"SELECTED ITEM,ICs,Line Driver,DS26LV31W,SMD,CFP-16","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CC20390-004,"ALTERED ITEM,ICs,Line Driver,SNJ55LVDS31W,SMD,CFP-16","6-October-2023_CIS_Export : 21 - SYSTEMS GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CC20390-005,"ALTERED ITEM,ICs,Line Receiver,SNJ55LVDS32,SMD,CFP-16","6-October-2023_CIS_Export : 21 - SYSTEMS GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CC20390-006,"ICs,Line Driver,55LBC172,SMD,CFP-16","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CC20391-001,"ALTERED ITEM,ICs,Line Driver,DS26LV31W,SMD,CFP-16","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CC20539-001,"NO DWG,ICs,UCC25600,SMD,SOIC-8","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CC20561-033-025,"GmBH ONLY,Crystals and Oscillators,25MHz,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000448,US,Commercial
CC20561-033-048,"GmBH ONLY,Crystals and Oscillators,48MHz,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000448,US,Commercial
CC20612-001,"GmBH ONLY,Ferrite Bead,30@100MHz,3A,25%,SMD,0603","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000453,US,Commercial
CC20625-001,"ICs,Op Amp,ADA4610-2,SMD,SOIC-8","6-October-2023_CIS_Export : 05 - MOOG AG MITC, BANGALORE",CLS-1000452,US,Commercial
CC20625-004,"ICs,Op Amp,ADA4610-1,SMD,SOT-23","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CC20626-001,"NO DWG,ICs,FAN7080_GF085,SMD,SO-8","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CC20824-077,"Capacitors,22uF,10V,10%,Tantalum Electrolytic,SMD,3528-21","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000446,US,Commercial
CC20867-001,"NO DWG,Crystals and Oscillators,12MHz,SMD","6-October-2023_CIS_Export : 80 - FCS, AMSTERDAM",CLS-1000448,US,Commercial
CC20870-001,"NO DWG,ICs,Micro Device,LAN9252,SMD,QFN-64","6-October-2023_CIS_Export : 05 - MOOG AG MITC, BANGALORE",CLS-1000452,US,Commercial
CC20873-001,"NO DWG,Transformers,SMD","6-October-2023_CIS_Export : 05 - MOOG AG MITC, BANGALORE",CLS-1000460,US,Commercial
CC20874-001,"NO DWG,Filter,ACM2012-201-2P-T001,350mA,SMD,2012","6-October-2023_CIS_Export : 05 - MOOG AG MITC, BANGALORE",CLS-1000453,US,Commercial
CC20885-001,"NO DWG,ICs,Memory Device,24FC512,SMD,DFN-8","6-October-2023_CIS_Export : 05 - MOOG AG MITC, BANGALORE",CLS-1000452,US,Commercial
CC20896-001,"GmBH ONLY,ICs,Digital Device,74LVC2G08DC,SMD,VSSOP-8","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000452,US,Commercial
CC20897-001,"GmBH ONLY,Connectors,Female/Socket,0.050 IN,TH,22","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000447,US,Commercial
CC20936-004,"Resistors,0.00,3900ppm,SMD,2010","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000457,US,Commercial
CC20938-008,"Diodes,Voltage Suppressor,SMA6J15A,SMD,DO-214AC","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000449,US,Commercial
CC20938-014,"Diodes,Voltage Suppressor,SMA6J33A,SMD,DO-214AC","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000449,US,Commercial
