Item ID,String.object_name,String.object_desc,String.object_classification,String.ent4_jurisdiction_country,String.ip_classification
RWR81SR187FR,"Resistors,0.187,1%,650ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR200DS,"Resistors,0.2,0.5%,650ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR249FR,"Resistors,0.249,1%,650ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR267FS,"Resistors,0.267,1%,20ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR280FS,"Resistors,0.280,1%,650ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR301FS,"Resistors,0.301,1%,650ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR309FS,"Resistors,0.309,1%,650ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR316FS,"Resistors,0.316,1%,650ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR402FR,"Resistors,0.402,1%,650ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR402FS,"Resistors,0.402,1%,650ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR432FS,"Resistors,0.432,1%,650ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR475FS,"Resistors,0.475,1%,650ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR81SR698FR,"Resistors,0.698,1%,400ppm,1W,Axial,RWR81","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84N3240FR,"Resistors,324,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84NR130FR,"Resistors,0.130,1%,650ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84NR182DR,"Resistors,0.182,0.5%,650ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S14R3FR,"Resistors,14.3,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S20R0FM,"Resistors,20.0,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S20R0FS,"Resistors,20.0,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S21R0FR,"Resistors,21.0,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S33R2FR,"Resistors,33.2,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S33R2FS,"Resistors,33.2,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S3401FR,"Resistors,3.40K,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S3401FS,"Resistors,3.40K,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S40R2FR,"Resistors,40.2,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S4641FR,"Resistors,4.64K,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S4R99FR,"Resistors,4.99,1%,50ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84S60R4FR,"Resistors,60.4,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84SR100FR,"Resistors,0.1,1%,650ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84SR100FS,"Resistors,0.1,1%,650ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84SR130FR,"Resistors,0.130,1%,650ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84SR249DR,"Resistors,0.249,0.5%,650ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR84SR249FR,"Resistors,0.249,1%,650ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR89N2051FM,"Resistors,2.05k,1%,20ppm,3W,Axial,RWR89","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR89N2800FS,"Resistors,280,1%,20ppm,3W,Axial,RWR89","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR89N2R00FRB12,"Resistors,2.00,1%,50ppm,3W,Axial,RWR89","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR89N3650FR,"Resistors,365,1%,20ppm,3W,Axial,RWR89","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR89N5R49DR,"Resistors,5.49,0.5%,50ppm,3W,Axial,RWR89","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR89N8060FS,"Resistors,806,1%,20ppm,3W,Axial,RWR89","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR89N9530FR,"Resistors,953,1%,20ppm,3W,Axial,RWR89","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR89SR200FR,"Resistors,0.20,1%,650ppm,3W,Axial,RWR89","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR89SR249FR,"Resistors,0.249,1%,650ppm,3W,Axial,RWR89","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
RWR89SR402FS,"Resistors,0.402,1%,400ppm,3W,Axial,RWR89","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
SLOT060X210P,"Miscellaneous Devices,0.060X0.210,TH","6-October-2023_CIS_Export : ",CLS-1000454,US,Commercial
SLOT144X220P,"Miscellaneous Devices,0.144X0.220,TH","6-October-2023_CIS_Export : ",CLS-1000454,US,Commercial
SM_TP_028_PBT050,"GmBH ONLY,Miscellaneous Devices,SM_TP,SMD,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000454,US,Commercial
SM_TP_028_PBT075,"GmBH ONLY,Miscellaneous Devices,SM_TP,SMD,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000454,US,Commercial
SM_TP_028_PBT100,"GmBH ONLY,Miscellaneous Devices,SM_TP,SMD,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000454,US,Commercial
SM_TP_028-NPM_PBT050,"GmBH ONLY,Miscellaneous Devices,SM_TP,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000454,US,Commercial
SM_TP_028-NPM_PBT075,"GmBH ONLY,Miscellaneous Devices,SM_TP,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000454,US,Commercial
SM_TP_028-NPM_PBT100,"GmBH ONLY,Miscellaneous Devices,SM_TP,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000454,US,Commercial
SM_TP_032_PBT050,"GmBH ONLY,Miscellaneous Devices,SM_TP,SMD,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000454,US,Commercial
SM_TP_032_PBT075,"GmBH ONLY,Miscellaneous Devices,SM_TP,SMD,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000454,US,Commercial
SM_TP_032_PBT100,"GmBH ONLY,Miscellaneous Devices,SM_TP,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000454,US,Commercial
SM_TP_032-NPM_PBT050,"GmBH ONLY,Miscellaneous Devices,SM_TP,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000454,US,Commercial
SM_TP_032-NPM_PBT075,"GmBH ONLY,Miscellaneous Devices,SM_TP,SMD","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000454,US,Commercial
