Item ID,String.object_name,String.object_desc,String.object_classification,String.ent4_jurisdiction_country,String.ip_classification
03024-021M,"Ferrite Bead,03024-021M,1A,20%,SMD,0805","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000453,US,Commercial
03024-022P,"Ferrite Bead,03024-022P,30,4A,25%,SMD,1206","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000453,US,Commercial
03024-023M,"Ferrite Bead,03024-023M,3A,20%,SMD,1206","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000453,US,Commercial
04005-18,"Capacitors,565uF,75V@85C,20%,TH","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000446,US,Commercial
06005-01HYC,"Filter,DVMH28,2A,TH","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000453,US,Commercial
06011-R0100D,"Resistors,0.010,0.5%,75ppm,1W,SMD,2512","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
06011-R2200F,"Resistors,0.22,1%,75ppm,1W,SMD,2512","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
0602010K000QC,"Resistors,10K,0.02%,+/-2ppm/DegC,0.16W@70C,SMD,SMR1D","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
060201K2100QB,"Resistors,1.21K,0.02%,+/-5ppm/DegC,0.25W@70C,SMD,SMR1D","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
0602020K000QC,"Resistors,20K,0.02%,+/-2ppm/DegC,0.16W@70C,SMD,SMR1D","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
06020649R00QB,"Resistors,649,0.02%,+/-5ppm/DegC,0.25W@70C,SMD,SMR1D","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
0602110K000QB,"Resistors,10K,0.02%,+/-5ppm/DegC,0.6W@70C,SMD,SMR3D","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
060211K2100QB,"Resistors,1.21K,0.02%,+/-5ppm/DegC,0.6W@70C,SMD,SMR3D","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
